1413394888.905761 0.304264 0.259316 0.442921 0.809955 -0.007067 0.586390 -0.008316
1413394889.005761 0.342358 0.280221 0.449537 0.804942 -0.008651 0.593117 -0.014354
1413394889.105761 0.386740 0.304175 0.469110 0.798511 -0.010675 0.601605 -0.018356
1413394889.205761 0.423860 0.326844 0.490323 0.790996 -0.002848 0.611475 -0.020411
1413394889.305761 0.464841 0.342843 0.515823 0.770045 -0.000513 0.637794 -0.015783
1413394889.405761 0.499140 0.353385 0.544735 0.737412 -0.000899 0.675393 -0.008178
1413394889.505761 0.521699 0.358952 0.564448 0.719236 -0.003776 0.694722 0.006855
1413394889.605761 0.515036 0.365755 0.573429 0.746430 -0.006301 0.665206 0.017403
1413394889.705761 0.486173 0.374826 0.581930 0.793710 -0.012772 0.607556 0.027149
1413394889.805761 0.449218 0.388066 0.595174 0.837057 -0.021708 0.545558 0.035093
1413394889.905761 0.418930 0.404678 0.613027 0.866251 -0.033596 0.496760 0.041359
1413394890.005761 0.402148 0.420873 0.628122 0.885585 -0.043003 0.460410 0.043734
1413394890.105761 0.401378 0.433548 0.634513 0.896260 -0.046685 0.439416 0.038101
1413394890.205761 0.424373 0.439716 0.638259 0.884715 -0.044939 0.463152 0.027390
1413394890.305761 0.474933 0.441994 0.637034 0.857065 -0.047148 0.512845 0.014387
1413394890.405761 0.541992 0.439126 0.629729 0.821092 -0.054106 0.568168 0.008118
1413394890.505761 0.614580 0.423197 0.619364 0.781346 -0.078730 0.618455 0.028524
1413394890.605761 0.669931 0.395267 0.607782 0.751220 -0.087254 0.652234 0.051441
1413394890.705761 0.697707 0.361167 0.590327 0.730266 -0.089203 0.672211 0.082987
1413394890.805761 0.697339 0.331064 0.574289 0.739011 -0.086364 0.660191 0.102720
1413394890.905761 0.672671 0.307426 0.555223 0.775731 -0.092033 0.615019 0.107346
1413394891.005761 0.633864 0.289778 0.536861 0.817809 -0.098474 0.556516 0.108538
1413394891.105761 0.597577 0.274924 0.523392 0.848993 -0.103647 0.506928 0.107202
1413394891.205761 0.576755 0.258311 0.513811 0.867183 -0.108037 0.474820 0.104245
1413394891.305761 0.580194 0.233997 0.507733 0.874867 -0.109566 0.459849 0.105555
1413394891.405761 0.609964 0.203595 0.508361 0.868717 -0.105316 0.470495 0.113465
1413394891.505761 0.662221 0.167949 0.514181 0.850990 -0.102842 0.500216 0.122572
1413394891.605761 0.730234 0.129265 0.520889 0.831997 -0.098228 0.530093 0.130896
1413394891.705761 0.807482 0.092892 0.526349 0.820073 -0.092944 0.548240 0.135187
1413394891.805761 0.877848 0.042439 0.538393 0.815012 -0.099857 0.551872 0.145674
1413394891.905761 0.967878 0.025073 0.555543 0.801114 -0.093251 0.571858 0.150000
1413394892.005761 1.051086 0.006903 0.587450 0.784416 -0.086763 0.594594 0.153695
1413394892.105761 1.132263 0.006198 0.617256 0.773400 -0.074633 0.612712 0.144449
1413394892.205761 1.194466 0.000950 0.656363 0.771811 -0.061864 0.616524 0.142755
1413394892.305761 1.253927 0.014744 0.685555 0.774271 -0.042338 0.618944 0.124985
1413394892.405761 1.297811 0.043678 0.697771 0.777926 -0.017857 0.620370 0.098251
1413394892.505761 1.327948 0.084315 0.693823 0.780827 0.010934 0.621319 0.064441
1413394892.605761 1.346044 0.127084 0.687956 0.787701 0.042243 0.613886 0.029777
1413394892.705761 1.349545 0.176164 0.684832 0.795781 0.077084 0.600611 -0.007517
1413394892.805761 1.347678 0.223568 0.690089 0.801614 0.112370 0.585806 -0.040249
1413394892.905761 1.344562 0.269013 0.698924 0.805198 0.144992 0.571185 -0.066186
1413394893.005761 1.334476 0.317789 0.708221 0.808588 0.181099 0.552193 -0.092036
1413394893.105761 1.321466 0.369137 0.720808 0.804247 0.220417 0.540124 -0.113442
1413394893.205761 1.276297 0.424857 0.735635 0.788388 0.274092 0.529841 -0.150287
1413394893.305761 1.241516 0.478349 0.755465 0.772126 0.309886 0.524772 -0.180016
1413394893.405761 1.219497 0.537681 0.776949 0.754149 0.330839 0.532546 -0.195448
1413394893.505761 1.193442 0.603406 0.797492 0.737315 0.348693 0.542996 -0.199837
1413394893.605761 1.165986 0.672809 0.807385 0.724867 0.360862 0.552723 -0.197088
1413394893.705761 1.128653 0.744889 0.808283 0.711924 0.371032 0.566233 -0.186762
1413394893.805761 1.076943 0.816859 0.803494 0.702868 0.374102 0.577141 -0.181474
1413394893.905761 1.020154 0.898467 0.791544 0.703495 0.367970 0.580280 -0.181572
1413394894.005761 0.941410 0.978991 0.785472 0.701482 0.364647 0.580893 -0.193695
1413394894.105761 0.848370 1.073053 0.773095 0.696102 0.365895 0.580731 -0.210508
1413394894.205761 0.749111 1.164150 0.754384 0.695835 0.366543 0.568582 -0.241193
1413394894.305761 0.630805 1.261604 0.733587 0.696534 0.372417 0.548550 -0.274298
1413394894.405761 0.504970 1.345127 0.711279 0.692774 0.386473 0.529464 -0.300617
1413394894.505761 0.387526 1.411973 0.682510 0.688510 0.406662 0.509869 -0.317197
1413394894.605761 0.267006 1.473888 0.651727 0.681204 0.427278 0.494325 -0.330208
1413394894.705761 0.146238 1.533448 0.618227 0.668932 0.445920 0.487418 -0.340747
1413394894.805761 0.032668 1.578666 0.584671 0.657831 0.463229 0.484167 -0.343888
1413394894.905761 -0.083309 1.628110 0.552090 0.654077 0.474977 0.476013 -0.346398
1413394895.005761 -0.196167 1.672694 0.520712 0.658311 0.476702 0.462691 -0.353977
1413394895.105761 -0.311553 1.708830 0.493250 0.662954 0.476456 0.452820 -0.358380
1413394895.205761 -0.424698 1.742147 0.470147 0.667440 0.475551 0.446827 -0.358776
1413394895.305761 -0.528614 1.773110 0.453527 0.668295 0.472721 0.450365 -0.356494
1413394895.405761 -0.627918 1.805164 0.441745 0.660957 0.479990 0.467399 -0.338059
1413394895.505761 -0.727292 1.837052 0.438869 0.657541 0.485075 0.478001 -0.322269
1413394895.605761 -0.829290 1.868888 0.449334 0.659415 0.484629 0.481105 -0.314396
1413394895.705761 -0.928320 1.903808 0.475903 0.667067 0.477925 0.474849 -0.318007
1413394895.805761 -1.027889 1.941420 0.515263 0.673031 0.472227 0.468482 -0.323350
1413394895.905761 -1.126675 1.979053 0.551808 0.674637 0.469343 0.466361 -0.327246
1413394896.005761 -1.220688 2.018299 0.575657 0.673450 0.468872 0.466874 -0.329625
1413394896.105761 -1.315956 2.059450 0.586920 0.672662 0.469751 0.465715 -0.331617
1413394896.205761 -1.409148 2.102198 0.587404 0.672638 0.470867 0.464309 -0.332054
1413394896.305761 -1.503857 2.146177 0.578294 0.679394 0.460763 0.452645 -0.348185
1413394896.405761 -1.596637 2.190325 0.568340 0.688910 0.447556 0.436388 -0.366964
1413394896.505761 -1.672617 2.232401 0.558784 0.696689 0.436166 0.422455 -0.381990
1413394896.605761 -1.734992 2.270252 0.542106 0.704831 0.422457 0.407040 -0.398826
1413394896.705761 -1.777987 2.303283 0.517043 0.711972 0.406867 0.391626 -0.417353
1413394896.805761 -1.795913 2.326715 0.482995 0.718355 0.391443 0.377429 -0.433919
